"tweet","sentiment"
"someone has hacked into my emails!! **** off!!",1
"Sleepy time! Happy Mothers` Day to current and future moms around the globe!",3
" It is! Wish there was one in our area.",3
"To Lisa: Yes I know who ur talking about and yes he is an ****. Dont let him get to ya...you have a great thing going with this chris",1
" Yeahhh... thx. I figured it out",3
"This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009",2
"i can`t wait till tomorrow. just because its a new day",2
"Got moommy somn special for mothers day",3
"These days have been looking better better betterrrrrrrr.",3
"nice weather today in Alex",3
"love for vintage books...old books shopping this morning",3
"Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.",3
"Off to work I go!",2
"_786 It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times",2
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",3
" ****  real sorry to hear that ma",1
" yeah I LOVE CALI so much",3
" Buenos Dias! How very sweet, thank you",3
" sounds like a plan.....yea excited now",3
"got a new dog",2
"Took a shift tomorrow.    I don`t really feel like working right now.",1
"I`m drawning in emails",2
"_Charlotte We should! There will be another thrown I`m sure but this one will be with my American family",2
"I have to choose between  and _FC on Sunday and  wins. I`m shattered.  Why can`t I be healthy enough to go to both?",1
" That`s me set up for an exciting Sunday lol",3
"This is not fair... bath again....",1
"Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",1
"Learned a lesson the hard way. Lost my USB stick and backup was a month old",1
"_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see",3
" I`m searching, too. We`ll compare notes.",2
" Yes! I love him. I have seen the eps so many time that I quote his lines with him.",3
" Have fun, hon! Ooh, look what a poet I am.",3
"finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my ",2
" Not a problem at all sis - respect due",3
"No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.",1
" that is sickening... Just shoot at will? Smh... Prayers for his family...",1
"is bored at work",1
"happy happy joy joy    is that good enough for you",3
" ****, that charming skater look is kind of....HOT! A hot mess  Catherine pls don`t hate me for hitting on your friends. tnx",1
"if you`re as lovesick as I am, give me a call, we should go bowling and complain about love",1
"I designed a new shirttttt.",2
" awesome RONIN121",3
"Sometimes games are cruel because they`re not real... like last night when I won $128,600 on Wheel of Fortune",1
"   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......",1
" miss you",1
" http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!",2
"not feeling well at all today! ugh cant I just go home.",1
"i love love love silverstein.  work tomorrow. boo!",3
"Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.",1
"Just heard a single i had been waiting MONTHS to hear....and...im disappointed.",1
"unhooking my pt`s, then home to SLEEP! SLEEP IS GOOD",3
" crossing my fingers for ya! & hey you`ll be on my side of town!  Welcome! LOL",3
"My last full day of even day classes. I`m a little sad",1
"gosh! i`m freakin` bored! talk to me!",1
"have a biiig headache.",1
" ahh i love u! u got a twitterrr",3
" denial can be very powerful",2
"does not want to go to sixth period.",2
"Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!",2
" But I`d have to drive  Or get a taxi. Do you have a pool table/jukebox?",2
"Had the hottest and stressiest day at work  f the area manager. So happy to be going home!",2
" Oh, that`s bad. I made that mistake once before but still managed to pass though. So maybe it isn`t as bad as he thinks?",1
" Will arrive tomorrow morning at 7  #early",2
"happy mother`s day to all your mom`s",3
" love the stuff he sell... you should help this guy with his logo and shop  it`s kinda Wordart",3
"Has so much to blog, but has no time to",2
"I`ve got to catch the bus to work",2
" Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",3
" yeah, now ranga makes sense",3
" That`s kinda cute, to be honest",3
"Was a little slow to try this one, but Ben & Jerry`s Mission to Marzipan is a bit of a letdown.",1
" Yeah it`s the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately",1
"I wish I could sleep forever",3
"i think june gloom has arrived",1
"haha May the 4th be with you! Happy Star Wars Day!",3
" cool. my **** itch. got sunburned at the volcano",1
" Black Russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.'",2
"Just burped at the same exact time as Steph LMFA0",2
"egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!",1
"this is my movie weekend!! i`ve watched 5 movies so far",2
"finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.",3
"my party is wiped out they be all dead and stuff",1
" Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked promising",3
" hope the studyin went well",3
"At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie`**** definitely different)... Lucky moi",3
" awwwwwwwwww  thats jus...awwwww.did she get to start again like?",2
" congratulations",3
" my boss. She`s moving to NYC",2
"I just want this whole day to hurry up,",2
" Good luck this week! I know you`ll handle it with grace",3
"Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...",3
"'I want you in my mouth and my **** b!tch' mm jeffree rawks",2
" Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",3
" I can`t do that.  I take it at 11, or I work through it.  Those are my options here.",2
"gawd the rain is too strong",1
"Nooooothing to do tonight",1
" you got it. poor thing not gonna have a choice for much longer though",3
" I hope it`ll go by as quickly as possible.",3
"can`t stop smiling  i`m in the best mood right now!!!!!",3
"is sick & tired of being sick & tired",1
" White wine reminds me of vinegar",2
"Awake, man, i need to go to sleep, i gots to wake up early for church tomorow.",2
"  i love you. don`t leave me!",3
" Oooo look who got a pic!  So much for swimming today",2
"Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique",2
" **** YEAH DUDE!!! I would ask how it was, but I already **** know!  How`re you?",2
"Funeral ceremony...gloomy friday...",1
"Never commute in the rain. The people get so much meaner to you.",1
"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they`ve got scott bedbury and more.. poor me",1
"wow I just had a two hour conversation with someone on omegle. it was amazing",3
" Got it! Your in the rundown.",2
"Missing you all deeply",1
" , just dont understand what`s it got to do with me. I`m just a nice girl",2
"I should`ve known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg",1
"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -",2
"I love being in charge",3
"im going to work",2
"researching ecologically friendly carrier bags... its not cheap to be eco friendly",3
" Awake. Suprisingly. Couldn`t get to sleep last night so gave up and pulled an all-nighter.  How are you?",2
"drinking cordial  yes im bored",1
" welcome back! I`m stuck in jury duty today.",2
" and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",2
" dw you never will  ****",2
"Yaay congrats Shmolan on graduating  I`m proud of you!! Have fun! <3",3
" well gracias  haha and why is that? the plays?",3
"My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics",3
" i wanna join the twit Club......",3
"Thank you",3
" As long as you take me with you",2
" ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",2
" lady gaga tweeted about not being impressed by her video leaking just so you know",1
"aaahhh, showers are great",3
" that`s depressing",1
"The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI",3
" Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!",2
" - and yes i like the vids",3
"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",1
"Rachmaninoff makes me a happy panda.",3
"Well thats that then. Exam failed and bsc gone",1
" Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x",3
"just found two very moldy and squishy reasons why non cracker based foods aren`t allowed in the play room. When mom`s away...",2
" always good to see you - even in cyberspace",3
" LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo",1
" No money... and No Car...",2
"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",2
" Thank you very much Rex for FF",3
"time to mow the lawn.",2
"2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron",3
" try installing Twibble which is a Java based app that should work on most phones",2
"feeling like I`m gonna fall asleep any time now but I can`t.",1
"I know I`m already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day",1
" YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!",2
" is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow",1
"I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late",1
"has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!",2
" yeah I was thinking about that ,ahaha",3
"_aguirre Now I wish I was going",3
" So then **** Awesome Super Sexy Stud Muffin Beast, How`s that sound to you ",3
" Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9",1
"she`s smarter and classier. she`s perfect for him. and, IM NOT.",2
" Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight <3",3
"@ inthebattle its really cute. One of my favorites.",3
" Youtube. ) Really awesome quality, actually.",3
"Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..",2
"_76 haha.  weird?!?  no sunshine for us",2
"Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN",3
"It was going to happen one day but I so feel for the girl AND her mum",1
"has a headache already?  boo",1
"EXPECTO PATRONUM!!! ----- nothing happens..",2
"This is not a happy tweet",1
" no i mean 2moz. I`m workin` 7-1 in a bakers then 6-4 later in a pub",2
"Field day over. Lots of great action fotos. Ate lunch, need 2 showr, tidy hse, get ready 4 stamp club. Btw Mexican skin got 2 tan 2day",2
"_daarling haha yah it`s walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend",2
" i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!",3
" Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",3
" he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me",2
"Today was sooo boring in school. I was sleeping all the time",1
" nope  but the T1i looks super sweet!",3
"The Hangover: That movie is gonna be hilarious. wish i could see it with the crew",3
"It`s a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...",1
"_0407 all over the place it was  boo, dual voice challenge was too challenging",2
"@_Toki_ the wee girl started crying and her mum came on, was such a shame",1
"On my way to dazzle bar!!",2
"Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.",1
" Good morning! I certainly did",2
"UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/",1
" thank you my love",3
"I am following Mya",2
" twist cld u follow me  ill love u forever",3
"Finishing the video. **** me, it`s so long",1
" Do you not like turtles?",2
" Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",3
"Retweeting : Win an AT&T Pantech Matrix Pro http://tinyurl.com/d56mqf - it`s easy to enter! so go do it!",2
" testing.... Hey! I gotta add you as someone to follow",2
"Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union",1
"Just chillin at home",3
"Home from work. A few hours of sleep then putting some miles on the new bike.",2
"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",2
"deff workin this weekened",2
"#Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise",2
" yes I am, do you want to meet?",2
"May 10 is Human Kindness Day.",2
" my fav CD",3
"i never get any followfridays",2
" dope background",3
" PRIDE next weekend in Long Beach!!",3
"_ann_cole  i thinks thats right lol... please follow me... much appreciated",3
"Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though",2
"Getting one of the lil GEM`s ears REpierced after work today- definitely dreading it",1
"Sucky Sucky homework",1
"http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best",3
"Just got home from another amazing night",3
"feels at home to be back at church",3
" Hey girl, yeah I did..thanks a bunch!! I haven`t started downloading them yet...I totally owe you.",3
"Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more",3
"Working technology! I love you WAZ!",3
" I just KNEW you`d get that!",3
" ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?",3
" No, it`s not",2
"F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!",1
" that`s crazy why would anyone not follow you? Your tweets are so much fun",2
" I`m watching some of your videos in YouTube. You`re funny David.  Oh and TALENTED of course!",3
"Ate too much vegetarian pizza for dinner! But it was so good",1
"a chilled day  party tomorrow.",2
"i dont noe what to eat for breakfast hmmmmmmm im so hungry",2
" Rude.",1
" any ideas, tempat apa yang paling cocok? jupiter seru juga",2
"_in_NH night bud",2
" Burst my bubble!",2
"I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.",1
"it makes me  when i see people replying to people that are only after followers and would never reply back",1
"Will you guy`s keep voting for her and ask u`r followers to help to. Only 4days left before competitions close.",2
"now accepting maid applications.  would be nice if you`d start first thing tomorrow - would make a wonderful Mother`s Day present!",3
" OMG rated 10 stars",2
" not funny",1
"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",3
" /drool. I still need to 100% the first one",2
": sorry forgot that",1
" well wassup than dont be scurred now! lol you`d probably like it if it came to biting!",2
"_AM Well what can I say - you do look Hot in your pic... That`s gotta work for most of us...",3
"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",3
" Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo",2
" why don`t you have that song you gave me that song",2
"booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8",2
" wooo what a fight !!! goooo Vicky , i am with you",3
"Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT",1
"Double rainbow above the Organs. Pretty, but doesn`t take the edge off my $460 grocery tab.",3
" No plans tonight? .............",2
"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",1
" Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol",2
"Has been rejected",1
"My guitar ain`t herew yet?, feel like i lost a limb!.",1
"Hey, im chillin right now, gettin ready for school   Mohawk Kidd",3
" aw thank you sam phil, i love you",3
" I will take a pic for you",2
" - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !",2
"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",2
" Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2",3
"Now only with Windows 7",2
" my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.",2
"Still Doing Grench paper and still getting distracted",1
"hangover today",2
"Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.",2
"it`s a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? http://blip.fm/~5jckp",3
"happy mommy day!!",3
" Hey we were at Tallebudgera Creek at 5pm.....visiting Anita`s special tree........could have almost bumped into you",2
" Shoping till you drop david..haha..enjoy your day",3
"That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!",3
" thanks for trying",3
" Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo",3
"Wish I was at sri panwa now",3
"http://twitpic.com/4qfl3 - haha^^ I love it",3
"no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:",2
" Hi Serena just want to say good luck in Madrid and Paris this month",3
"...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!",1
" thank you  saw your comment on the chew aerobics, really tickled me",2
" thanks to follow",3
"Doctors appt",2
" LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So'",3
"Just one of those days.... I pray it will get better..",3
"is going to go get some food.",2
" Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!",2
"Open office 'writer' is weird. I need Word to open word documents correctly",1
" hell yeah! Belgian beer is the bomb!!  :p",3
" <-- follow my girl meagan",2
" hahaha, I was busy, now I see what I replied to you! Yes that is true",3
"is lets chat",2
" Just for reference, I don`t own that dress either. Sounds like LH was a good Fopp buy then",3
"   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here",1
" Nope  Not that I have to worry about the possibility. I`m more worried about GOOG`s design than her personal taste, actually.",1
" They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",3
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",1
"shares http://tinyurl.com/czhzb3 another id draft  http://plurk.com/p/rpzmx",2
"it was a hard weekend. too much alcohol on these **** 'weinfest'",1
" uff, ble litt trist av ï¿½ lese den siste tweetsen din  the challenge prooved too be tough!! :`(",1
"http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.",2
" i dont know",2
"Walking the puppies downtown. Also, mystery of missing cat solved: he hid himself in the basement for nearly two days.",1
" u should tell ppl where u`ll be in vancouver.",2
"still no pool key. wth. it`s even hot out today.",1
" If I can run by then, I will join you...miss running",1
"im in pain, ****",1
"Pepsi throwback, you taste so good in my belly.",3
" Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by )",2
"According to TweetStats I tweet more between the hours of 10am and 3am with Monday, Sunday and Saturday filled with Tweetage!",2
"Thinks he may have broken his nose at the show",1
"Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin",3
"Tati, I sent you an emal doll, did you get it?    ",2
" nice wedding ring, shiny!",3
" ok, so I`m replying!  happy mothers day, indeed!",3
"had fun at chel`s with nicole and cried watching benjamin button   exciting night i must say",2
"14 more days with slow internet",1
" Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer",2
"can`t sleep... havent finish my homework  **** IT !",1
"  u don`t know harajuku lovers?",2
" you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy",2
" you obviously havent seen my mrs first thing in a morning",2
"hollie steel on bgt was absolutely excruciating to watch...poor girl.",1
" peter!! follow me!! oh and have fun in europe!",3
"Friends! Come over and give me a massage  I can`t sleep.",2
" im listening to people saying eww at out current frog disection  poor froggy.",1
" cant **** wait mate!!! it is goin to fantastic. its made my week",3
" learn learn!... we can learn together!",3
" I`m on mobile web and it won`t let me  it looks awesome though....and no one reads my tweets anyway.",2
"UUUUUGH!!! I HATE I MISSED  INTERVIEW!!! I WASNT AT HOME!!! DARN!!!",1
" would love a slice of summer from Piper`s lemonade stand! do you think i could have a jump on her trampoline too?",3
"Morning!! how is everyone",2
"  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?",2
"history project",2
"salt and vinegar",2
"is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair",1
"Finally home after a big of travelling!! ahhhhhh now time to realx!!",3
" Oh come on!!! You get next week off and I get next week full of exams!",2
"Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ",2
" giv ya mom n gman happy mothers day",3
" whew! thassa relief",3
"  We forgive you and we have missed you!",2
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",3
" Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.",2
"Another Friday night in. Man being skint is rubbish.",1
" Someone hardcoded 650mb into my brain back in the 90s",2
"I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...",1
" yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3",3
"Signing off. Mom`s day tomorrow.",2
" That`s awesome man. ****, I should of sent you an affiliate link.  lol. oh well.",3
" Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",1
" Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",3
" 'Her`s before mine' hon. It`s one of few rules I do NOT break, under ANY circumstances.",2
"types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!",2
" Good luck 2 u and the babies",3
" Good Luck!!!  keep rockin!",3
" That`s not good, sorry to hear that, where did he park it?",1
"DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!",3
" I can`t have any.",2
"_dog Lucky you! it`s drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",3
" yep im very jelous too  id love to be in miley position haha x",2
" Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao",2
"Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now",2
"Having asthma issues today.   BAH!",1
"I dont think my twitpic is working",1
"Just got home from the bank, the teller was definitely hitting on me. Not interested.",2
"I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!",1
"i likee you  a lott lott .  think you really hot hot (8) good night",3
" SIGH  How are you?",1
"is soo bored its lovley day outside but nuttin to do",2
"_FP Awh shoot. Make a detour and come to PR  forget Indiana haha",2
"at work",2
"Just got done working out....relaxing than off to work",3
"i wish the birthday massacre would come to australia  i think they said they`re thinking about it though!!",3
" I can haz beer too? Oh wait... I`m a work...",2
"@_chellebelle_ hey! aww i cnt view it in the UK they`re blocked  what it it??x",1
" It depends if you are having fun or not...",2
"I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.",1
"white-water rafting in the tripics",2
"Oh good. I get to be the gooseberry all night now that katy isn`t coming",3
"About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning",3
" - we wouldn`t miss it for the world!  ICCVB meetings  Mon-Wed....  the fun is just beginning",3
" An elephant? LOL Try painting it from the back",2
" i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav",3
"  youre not supposed to...",2
"a HUGE SPIDER just crawled past me.  HUGE.",2
"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now.",1
"tried  to sleep but i cant bout 2 call tisha",1
" Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  ****",3
" sorry about that anna wintour repeated tweets!! sooo sorry  somethings up... | was wondering abt the quad tweet ;)",1
"i miss my daddy",1
"Laying in the bed boreddddd looking through old cookbooks for new recipes",1
" I couldn`t find any extendable ones.",1
"Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY",1
" 'They' being the husband or the girl?",2
" LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats",2
" indeed! we are trying to get it in the Trending topics for the fun of it  all Some Twilighters idea!",3
"taylor swift`s 'you belong with me' is so amazing. love the mv!",3
" Many thanks, mate",3
"I`m off for tonight good night everyone",3
"dreading work tomorrow wish I had one more day off",2
"http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection",3
"Think Big! 'The size of your thinking determines the size of your results' Bob Proctor`s great advice      http://www.wealthwithsoul.com",3
" Thanks!  Yes, this sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?",3
"Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h",3
" so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heaps exciting",2
"OooooOOOOO   but you just said you were dancin at home.  so doesn`t that count?",2
" DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",1
" hahaha my boyfriend! yeah he looked so different there... but he`s so cute... i so want to watch the movie...",3
"dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.",2
"computer.. please stop being so loud so i can do my work",1
"Boo Im lonely and bored",1
"Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.",1
"becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...",1
"i just fell going into my house.. not fun",1
" Storysize is 2 (and it`s posted as a short story, not one liner), but doesn`t show up in any news friends can see. Only in wall",2
"_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  ****",2
" courtney seems like a cool chick & shes pretty",3
"  oo, oo, I must compete... let me login to my work email to see if I can top that",2
" Kewl Sounds good. Will wait for it. Thanks",3
"  I missed one",1
"job hunting. yay.....",2
" hi I`m ok   still not feeling great",1
" Yes,  by 16 minutes now.",2
" you guys are an awesome couple",3
" yes indeed                                                                                               here I am again",2
"Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I`m not aloud to trip her up",2
"is very hungover",1
" haha, yeah I think it`s a bit of both",2
"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",3
"whoops...  not  in my last tweet",1
"just got outta work.  ....... Frankie`s house.",2
" Yes, I`m originally from Argentina. And very `mystic` about that  ...ï¿½ bientï¿½t de te lire Quincy!",2
"I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics",2
" what I thought ur going somewhere that`s why I didn`t invitw u",2
" - try thinking of something calm and peaceful, such as relaxing on the beach.",3
" ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though",3
"Why is it soooo cold & ugly out??",2
"Psyched for Mother`s day at the GKR party--and teaching mom and dad about baseball",2
" they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",1
"finally home for once after a dope **** week",2
"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",2
"_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done",3
" hmmm no but I am member of knitterati.com.au what is ravelry offer?",2
"**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo",1
"http://twitpic.com/66roi - Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...",1
"_EN  we`re waiting you here in Belgrade!! Can`t wait!!",2
"Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309",3
"Chillin on here",3
"   do you need to go on a bike ride?",2
"I miss laughing till my stomache hurts",1
" That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",1
" I wanted to see it until I saw that it was PG 13. That totally bummed me out.",1
"I`m officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",2
" qood morninq",2
" Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",1
"**** I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.",2
"Oops, they don`t open until 9am",1
" Hi Dougie I`m your fan from Thailand. I`m Film `Luv ur song so much",3
" i hope its earlier. september is along time offf",3
"So the movie was 3-D and really gooood",3
" im kinda tired enough to sleep, but 'Migrate' has got me up singing along, haha",1
": I like your crazy and witty humor!",3
" AND, We have your fabulous interracial ****!  WOOT!",3
"On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...",2
" Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww",1
"I don`t think so  what time are we leacing",2
" I will! promise to bring me back something from the moon?",2
" how sweet",3
"I`ll stop the world and melt with you...the cure",2
"_nichole i miss my earrings  lol you should let me know when your close by",1
"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",3
"At the Grove for `Drag Me to Hell.` I hope that it doesn`t suck.",3
" when I tried to go to her`s I got this message 'That page doesn`t exist! '",1
" at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better",3
" Sounds like you won backstage passes",3
" Thanks dear, I know this, but I appreciate the validation as always",3
"I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei",2
" And ooh, you changed your Twitter name! I approve whole heartedly.",3
"_x when my brother is 18, i will have moved!",2
